protocol_id,task_name,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,baseline_score,trained_score,training_score_delta,training_repetitions,initial_trials_to_criterion,initial_trials_for_savings,training_reached_criterion,reset_score,no_reset_score,reset_minus_no_reset_score,forgetting_score,criterion_score,score_drop,criterion_forget,made_forget,naive_weight_control_score,naive_weight_control_minus_trained_score,naive_weight_control_minus_no_reset_score,naive_weight_control_displacement_norm,trained_delta_norm,reset_post_minus_trained_norm,no_reset_post_minus_trained_norm,reset_minus_no_reset_weight_norm,weight_erasure_reset,weight_erasure_no_reset,residual_trace_correlation_reset,residual_trace_correlation_no_reset,erasure_projection_reset_vs_no_reset,reset_window_neuron_spikes_delta,consolidation_neuron_spikes,relearn_trials,relearn_measured,relearn_score,relearn_reached_criterion,relearn_savings,relearn_elapsed_s,replicates,task_output_dir
b2_chirp_correlated_3s_10uA,conditioned_electrode_association,2.0,chirp,correlated,3.0,10.0,160,1015.54,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,1.4979597891131708,0.0,1.4979597891131708,-0.0010870844635222,1.8572408055916867e-11,0.9994585073074064,1.0,-0.000546923826019,1073.16,0.0,0.0,1.0,1.0,1.0,1.0,0.2053314666997175,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b0_chirp_correlated_3s_10uA,conditioned_electrode_association,0.0,chirp,correlated,3.0,10.0,160,1507.12,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,1.0726371741604648,0.0,1.0726371741604648,-0.0006013083676169,1.8572408055916867e-11,0.9997169104840812,1.0,-0.0003192230344726,682.52,0.0,0.0,1.0,1.0,1.0,1.0,0.2045609325800615,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b0_gated_burst_correlated_3s_10uA,conditioned_electrode_association,0.0,gated_burst,correlated,3.0,10.0,160,612.88,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.769226493262975,0.0,0.769226493262975,-0.0001780033166539,1.8572408055916867e-11,0.9998445480646706,1.0,-2.320933501675242e-05,436.02,0.0,0.0,1.0,1.0,1.0,1.0,0.2038971699602552,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b-2_gated_burst_correlated_3s_10uA,conditioned_electrode_association,-2.0,gated_burst,correlated,3.0,10.0,160,617.44,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.7475244728880506,0.0,0.7475244728880506,-0.0001859320796124,1.8572408055916867e-11,0.9998494695972424,1.0,-3.602064523625964e-05,418.64,0.0,0.0,1.0,1.0,1.0,1.0,0.2046254216592933,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b-2_static_shared_3s_10uA,conditioned_electrode_association,-2.0,static,shared,3.0,10.0,160,1539.82,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.1388980115479276,0.0,0.1388980115479276,-7.277801654677063e-06,1.8572408055916867e-11,0.9999903618319614,1.0,2.314840466843148e-06,55.94,0.0,0.0,1.0,1.0,1.0,1.0,0.2066486524803622,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b-2_alternating_blue_red_shared_3s_10uA,conditioned_electrode_association,-2.0,alternating_blue_red,shared,3.0,10.0,160,971.36,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0807219813468338,0.0,0.0807219813468338,-1.7618798520127045e-05,1.8572408055916867e-11,0.9999903388972784,1.0,-7.99925566245123e-06,31.28,0.0,0.0,1.0,1.0,1.0,1.0,0.2050459782799589,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b0_alternating_blue_red_shared_3s_10uA,conditioned_electrode_association,0.0,alternating_blue_red,shared,3.0,10.0,160,971.36,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0807219813468338,0.0,0.0807219813468338,-1.7618798520127045e-05,1.8572408055916867e-11,0.9999903388972784,1.0,-7.99925566245123e-06,31.28,0.0,0.0,1.0,1.0,1.0,1.0,0.2047864282806404,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b2_alternating_blue_red_shared_3s_10uA,conditioned_electrode_association,2.0,alternating_blue_red,shared,3.0,10.0,160,971.36,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0807219813468338,0.0,0.0807219813468338,-1.7618798520127045e-05,1.8572408055916867e-11,0.9999903388972784,1.0,-7.99925566245123e-06,31.28,0.0,0.0,1.0,1.0,1.0,1.0,0.2039686733798589,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b-2_epoch_pause_shared_3s_10uA,conditioned_electrode_association,-2.0,epoch_pause,shared,3.0,10.0,160,1145.42,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0750943107848462,0.0,0.0750943107848462,-3.7529400431468575e-06,1.8572408055916867e-11,0.9999962298152234,1.0,0.0,33.26,0.0,0.0,1.0,1.0,1.0,1.0,0.2059745525204925,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b2_static_shared_3s_10uA,conditioned_electrode_association,2.0,static,shared,3.0,10.0,160,690.74,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0582805494279922,0.0,0.0582805494279922,-1.0255166705626096e-05,1.8572408055916867e-11,0.9999948880830416,1.0,-5.16520141950144e-06,22.24,0.0,0.0,1.0,1.0,1.0,1.0,0.2043493041400506,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b-2_static_correlated_3s_10uA,conditioned_electrode_association,-2.0,static,correlated,3.0,10.0,160,893.08,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.033732938737841,0.0,0.033732938737841,-3.776636942103284e-06,1.8572408055916867e-11,0.9999962073704168,1.0,0.0,12.58,0.0,0.0,1.0,1.0,1.0,1.0,0.2056447249797929,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b0_static_shared_3s_10uA,conditioned_electrode_association,0.0,static,shared,3.0,10.0,160,1053.58,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0284953470157169,0.0,0.0284953470157169,-9.302823446644128e-07,1.8572408055916867e-11,0.9999990652681352,1.0,0.0,9.4,0.0,0.0,1.0,1.0,1.0,1.0,0.2044382282797596,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b-2_epoch_pause_correlated_3s_10uA,conditioned_electrode_association,-2.0,epoch_pause,correlated,3.0,10.0,160,640.44,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.022356384531019,0.0,0.022356384531019,-5.301775710930823e-06,1.8572408055916867e-11,0.9999979631508538,1.0,-3.2752652924224375e-06,8.28,0.0,0.0,1.0,1.0,1.0,1.0,0.2059806599802686,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b2_epoch_pause_shared_3s_10uA,conditioned_electrode_association,2.0,epoch_pause,shared,3.0,10.0,160,498.12,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0165364580540629,0.0,0.0165364580540629,-5.283829698954356e-07,1.8572408055916867e-11,0.9999994691868456,1.0,0.0,5.86,0.0,0.0,1.0,1.0,1.0,1.0,0.2040696859001764,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b0_static_correlated_3s_10uA,conditioned_electrode_association,0.0,static,correlated,3.0,10.0,160,610.64,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0139794783644294,0.0,0.0139794783644294,-4.485185218117138e-07,1.8572408055916867e-11,0.9999995493163696,1.0,0.0,3.82,0.0,0.0,1.0,1.0,1.0,1.0,0.2043974975202581,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b0_epoch_pause_shared_3s_10uA,conditioned_electrode_association,0.0,epoch_pause,shared,3.0,10.0,160,751.82,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0137908127928751,0.0,0.0137908127928751,-2.0297488956200203e-06,1.8572408055916867e-11,0.9999994815421772,1.0,-1.5139497124017303e-06,4.64,0.0,0.0,1.0,1.0,1.0,1.0,0.2057158608002646,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b2_static_correlated_3s_10uA,conditioned_electrode_association,2.0,static,correlated,3.0,10.0,160,399.3,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.010808508307309,0.0,0.010808508307309,-5.436483427501137e-07,1.8572408055916867e-11,0.9999995783744,1.0,-1.238077163599855e-07,3.44,0.0,0.0,1.0,1.0,1.0,1.0,0.2044983725606289,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b-2_alternating_blue_red_correlated_3s_10uA,conditioned_electrode_association,-2.0,alternating_blue_red,correlated,3.0,10.0,160,566.22,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0093511305684003,0.0,0.0093511305684003,-3.653941406178696e-07,1.8572408055916867e-11,0.9999996329977444,1.0,0.0,2.54,0.0,0.0,1.0,1.0,1.0,1.0,0.2067328608394018,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b0_alternating_blue_red_correlated_3s_10uA,conditioned_electrode_association,0.0,alternating_blue_red,correlated,3.0,10.0,160,566.22,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0093511305684003,0.0,0.0093511305684003,-3.653941406178696e-07,1.8572408055916867e-11,0.9999996329977444,1.0,0.0,2.54,0.0,0.0,1.0,1.0,1.0,1.0,0.2046528290794231,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b2_alternating_blue_red_correlated_3s_10uA,conditioned_electrode_association,2.0,alternating_blue_red,correlated,3.0,10.0,160,566.22,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0093511305684003,0.0,0.0093511305684003,-3.653941406178696e-07,1.8572408055916867e-11,0.9999996329977444,1.0,0.0,2.54,0.0,0.0,1.0,1.0,1.0,1.0,0.2045181391402729,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b0_epoch_pause_correlated_3s_10uA,conditioned_electrode_association,0.0,epoch_pause,correlated,3.0,10.0,160,437.86,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0039698262927823,0.0,0.0039698262927823,-1.1620494719810638e-07,1.8572408055916867e-11,0.9999998832069344,1.0,0.0,1.18,0.0,0.0,1.0,1.0,1.0,1.0,0.2048738867201609,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b2_epoch_pause_correlated_3s_10uA,conditioned_electrode_association,2.0,epoch_pause,correlated,3.0,10.0,160,285.9,0.0,1.0,1.0,60.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,53.92837055684591,53.92837055684591,0.0024091910109555,0.0,0.0024091910109555,-5.434061451037309e-08,1.8572408055916867e-11,0.9999999454029828,1.0,0.0,0.6,0.0,0.0,1.0,1.0,1.0,1.0,0.2050726865600154,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/conditioned_electrode_association
b-2_chirp_shared_3s_50uA,pattern_discrimination,-2.0,chirp,shared,3.0,50.0,160,3742.38,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.4375,0.96875,-0.53125,0.53125,0.35,1.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,311.5545924822799,0.0,311.5545924822799,-3.271093246016788,1.331100563106702e-11,0.2202594427132856,1.0,-0.0182097432420472,2222877.5,0.0,0.0,1.0,0.4375,1.0,1.0,0.5067735441603872,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_chirp_shared_3s_50uA,pattern_discrimination,0.0,chirp,shared,3.0,50.0,160,2596.9,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.43875,0.96875,-0.53,0.53,0.35,1.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,249.1390574338043,0.0,249.1390574338043,-2.481943697250236,1.331100563106702e-11,0.29273985144405,1.0,-0.0631459858694866,1443979.62,0.0,0.0,1.0,0.43875,1.0,1.0,0.478327902519959,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_chirp_correlated_3s_50uA,pattern_discrimination,-2.0,chirp,correlated,3.0,50.0,160,2185.1,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.44,0.96875,-0.52875,0.52875,0.35,1.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,213.04355771171905,0.0,213.04355771171905,-2.034161355498978,1.331100563106702e-11,0.3469726850390006,1.0,-0.0820353264214733,1135807.24,0.0,0.0,1.0,0.44,1.0,1.0,0.4734800933807855,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_chirp_shared_3s_50uA,pattern_discrimination,2.0,chirp,shared,3.0,50.0,160,1744.34,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.465,0.96875,-0.50375,0.50375,0.35,0.98,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,160.30892337642206,0.0,160.30892337642206,-1.3986279689017551,1.331100563106702e-11,0.4529822107702232,1.0,-0.096854000575744,881324.58,0.0,0.0,1.0,0.465,1.0,1.0,0.4627756541402777,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_chirp_correlated_3s_50uA,pattern_discrimination,0.0,chirp,correlated,3.0,50.0,160,1507.12,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.4775,0.96875,-0.49125,0.49125,0.35,0.96,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,115.2873357899145,0.0,115.2873357899145,-0.8835125870179117,1.331100563106702e-11,0.5777097536236343,1.0,-0.0938403730791105,667612.62,0.0,0.0,1.0,0.4775,1.0,1.0,0.4590789283601043,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_gated_burst_shared_3s_50uA,pattern_discrimination,0.0,gated_burst,shared,3.0,50.0,160,1062.96,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.5,0.96875,-0.46875,0.46875,0.35,0.94,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,145.46083627117318,0.0,145.46083627117318,-1.2257107360196162,1.331100563106702e-11,0.4913493270323703,1.0,-0.1001804930592538,652355.78,0.0,0.0,1.0,0.5,1.0,1.0,0.4530997399796615,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_gated_burst_shared_3s_50uA,pattern_discrimination,-2.0,gated_burst,shared,3.0,50.0,160,1061.26,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.5,0.96875,-0.46875,0.46875,0.35,0.94,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,145.31514875658945,0.0,145.31514875658945,-1.2242343098661317,1.331100563106702e-11,0.4911178547407585,1.0,-0.0996310483585816,651944.4,0.0,0.0,1.0,0.5,1.0,1.0,0.4522475416606176,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_static_shared_3s_50uA,pattern_discrimination,-2.0,static,shared,3.0,50.0,160,1539.82,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.5,0.96875,-0.46875,0.46875,0.35,0.94,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,105.96486478777072,0.0,105.96486478777072,-0.786978903467293,1.331100563106702e-11,0.6119431970574475,1.0,-0.0953660389895439,702193.2,0.0,0.0,1.0,0.5,1.0,1.0,0.4590200257806282,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_gated_burst_shared_3s_50uA,pattern_discrimination,2.0,gated_burst,shared,3.0,50.0,160,1088.92,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.50875,0.96875,-0.46,0.46,0.35,0.92,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,128.44758785804882,0.0,128.44758785804882,-1.0332190619349086,1.331100563106702e-11,0.5422700867186351,1.0,-0.1020036051335465,624340.66,0.0,0.0,1.0,0.50875,1.0,1.0,0.4520015901200531,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_epoch_pause_shared_3s_50uA,pattern_discrimination,-2.0,epoch_pause,shared,3.0,50.0,160,1145.42,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.58875,0.96875,-0.38,0.38,0.35,0.92,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,79.43386301891786,0.0,79.43386301891786,-0.5189922959177153,1.331100563106702e-11,0.7167856162755006,1.0,-0.0883241023866685,520163.16,0.0,0.0,1.0,0.58875,1.0,1.0,0.4573197174198867,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_chirp_correlated_3s_50uA,pattern_discrimination,2.0,chirp,correlated,3.0,50.0,160,1015.54,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.595,0.96875,-0.37375,0.37375,0.35,0.94,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,71.09572424137033,0.0,71.09572424137033,-0.4372126448696193,1.331100563106702e-11,0.7529940773063154,1.0,-0.0841480095836394,412978.24,0.0,0.0,1.0,0.595,1.0,1.0,0.4564802516408963,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_gated_burst_correlated_3s_50uA,pattern_discrimination,2.0,gated_burst,correlated,3.0,50.0,160,628.22,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.65875,0.96875,-0.31,0.31,0.35,0.7,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,65.12936102930365,0.0,65.12936102930365,-0.3867664406731838,1.331100563106702e-11,0.7820514116683976,1.0,-0.0833261248163012,342239.28,0.0,0.0,1.0,0.65875,1.0,1.0,0.4502828483197663,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_gated_burst_correlated_3s_50uA,pattern_discrimination,-2.0,gated_burst,correlated,3.0,50.0,160,617.44,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.70375,0.96875,-0.265,0.265,0.35,0.6,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,65.03901126220826,0.0,65.03901126220826,-0.3828350892183628,1.331100563106702e-11,0.7804162960889339,1.0,-0.0782889987652801,338241.48,0.0,0.0,1.0,0.70375,1.0,1.0,0.4499132525004097,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_gated_burst_correlated_3s_50uA,pattern_discrimination,0.0,gated_burst,correlated,3.0,50.0,160,612.88,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.7075,0.96875,-0.26125,0.26125,0.35,0.56,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,63.43182999795156,0.0,63.43182999795156,-0.3701801793958168,1.331100563106702e-11,0.7884071968622175,1.0,-0.0790007926616865,332849.66,0.0,0.0,1.0,0.7075,1.0,1.0,0.4503786249393306,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_static_shared_3s_50uA,pattern_discrimination,0.0,static,shared,3.0,50.0,160,1053.58,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.72125,0.96875,-0.2475,0.2475,0.35,0.86,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,57.59422281341784,0.0,57.59422281341784,-0.3239468096852363,1.331100563106702e-11,0.8162882054788949,1.0,-0.0803818183942659,385992.56,0.0,0.0,1.0,0.72125,1.0,1.0,0.4548635292203107,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_alternating_blue_red_shared_3s_50uA,pattern_discrimination,-2.0,alternating_blue_red,shared,3.0,50.0,160,971.36,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.75125,0.96875,-0.2175,0.2175,0.35,0.68,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,56.61986500015057,0.0,56.61986500015057,-0.3148411284627674,1.331100563106702e-11,0.8202477548031157,1.0,-0.0783400715696951,373989.42,0.0,0.0,1.0,0.75125,1.0,1.0,0.4536520458200539,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_alternating_blue_red_shared_3s_50uA,pattern_discrimination,0.0,alternating_blue_red,shared,3.0,50.0,160,971.36,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.75125,0.96875,-0.2175,0.2175,0.35,0.68,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,56.61986500015057,0.0,56.61986500015057,-0.3148411284627674,1.331100563106702e-11,0.8202477548031157,1.0,-0.0783400715696951,373989.42,0.0,0.0,1.0,0.75125,1.0,1.0,0.4520322782595758,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_alternating_blue_red_shared_3s_50uA,pattern_discrimination,2.0,alternating_blue_red,shared,3.0,50.0,160,971.36,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.75125,0.96875,-0.2175,0.2175,0.35,0.68,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,56.61986500015057,0.0,56.61986500015057,-0.3148411284627674,1.331100563106702e-11,0.8202477548031157,1.0,-0.0783400715696951,373989.42,0.0,0.0,1.0,0.75125,1.0,1.0,0.451638905879663,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_static_correlated_3s_50uA,pattern_discrimination,-2.0,static,correlated,3.0,50.0,160,893.08,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.82875,0.96875,-0.14,0.14,0.35,0.78,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,50.116472735331655,0.0,50.116472735331655,-0.2549634989998103,1.331100563106702e-11,0.8474937091877124,1.0,-0.0643174205452986,274136.5,0.0,0.0,1.0,0.82875,1.0,1.0,0.4536897583004611,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
