protocol_id,task_name,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,baseline_score,trained_score,training_score_delta,training_repetitions,initial_trials_to_criterion,initial_trials_for_savings,training_reached_criterion,reset_score,no_reset_score,reset_minus_no_reset_score,forgetting_score,criterion_score,score_drop,criterion_forget,made_forget,naive_weight_control_score,naive_weight_control_minus_trained_score,naive_weight_control_minus_no_reset_score,naive_weight_control_displacement_norm,trained_delta_norm,reset_post_minus_trained_norm,no_reset_post_minus_trained_norm,reset_minus_no_reset_weight_norm,weight_erasure_reset,weight_erasure_no_reset,residual_trace_correlation_reset,residual_trace_correlation_no_reset,erasure_projection_reset_vs_no_reset,reset_window_neuron_spikes_delta,consolidation_neuron_spikes,relearn_trials,relearn_measured,relearn_score,relearn_reached_criterion,relearn_savings,relearn_elapsed_s,replicates,task_output_dir
b2_static_shared_3s_50uA,pattern_discrimination,2.0,static,shared,3.0,50.0,160,690.74,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.85375,0.96875,-0.115,0.115,0.35,0.66,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,39.811497606276774,0.0,39.811497606276774,-0.1866072619321751,1.331100563106702e-11,0.8948002506730556,1.0,-0.0615609131833712,240210.58,0.0,0.0,1.0,0.85375,1.0,1.0,0.4527122048994351,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_epoch_pause_shared_3s_50uA,pattern_discrimination,0.0,epoch_pause,shared,3.0,50.0,160,751.82,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.86,0.96875,-0.10875,0.10875,0.35,0.68,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,42.76424390486413,0.0,42.76424390486413,-0.2057716845048131,1.331100563106702e-11,0.8821776564743096,1.0,-0.0634347690559501,265587.38,0.0,0.0,1.0,0.86,1.0,1.0,0.4545057190800435,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_epoch_pause_correlated_3s_50uA,pattern_discrimination,-2.0,epoch_pause,correlated,3.0,50.0,160,640.44,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.89,0.96875,-0.07875,0.07875,0.35,0.66,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,37.44760012776845,0.0,37.44760012776845,-0.1609103056411704,1.331100563106702e-11,0.9035249393125846,1.0,-0.0493326243777062,189770.7,0.0,0.0,1.0,0.89,1.0,1.0,0.4518908067600569,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_static_correlated_3s_50uA,pattern_discrimination,0.0,static,correlated,3.0,50.0,160,610.64,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.8975,0.96875,-0.07125,0.07125,0.35,0.56,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,34.365393651188185,0.0,34.365393651188185,-0.139550164211205,1.331100563106702e-11,0.9161033509027507,1.0,-0.0441224553813075,155799.08,0.0,0.0,1.0,0.8975,1.0,1.0,0.4514354183392424,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_chirp_shared_3s_10uA,pattern_discrimination,-2.0,chirp,shared,3.0,10.0,160,3742.38,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.9075,0.96875,-0.06125,0.06125,0.35,0.82,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,15.460480610373502,0.0,15.460480610373502,-0.0327522356904804,1.331100563106702e-11,0.9791970841195716,1.0,-0.0111494404687889,49638.8,0.0,0.0,1.0,0.9075,1.0,1.0,0.4540016065802774,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_epoch_pause_shared_3s_50uA,pattern_discrimination,2.0,epoch_pause,shared,3.0,50.0,160,498.12,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.90875,0.96875,-0.06,0.06,0.35,0.48,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,29.7834679941412,0.0,29.7834679941412,-0.1187084840510428,1.331100563106702e-11,0.9351830926768256,1.0,-0.0461806844225805,163279.6,0.0,0.0,1.0,0.90875,1.0,1.0,0.4507614808398648,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_alternating_blue_red_correlated_3s_50uA,pattern_discrimination,-2.0,alternating_blue_red,correlated,3.0,50.0,160,566.22,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.92375,0.96875,-0.045,0.045,0.35,0.36,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,32.71889234968838,0.0,32.71889234968838,-0.1292952979659624,1.331100563106702e-11,0.9226715897603628,1.0,-0.0421871154216066,152284.44,0.0,0.0,1.0,0.92375,1.0,1.0,0.4509840317402268,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_alternating_blue_red_correlated_3s_50uA,pattern_discrimination,0.0,alternating_blue_red,correlated,3.0,50.0,160,566.22,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.92375,0.96875,-0.045,0.045,0.35,0.36,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,32.71889234968838,0.0,32.71889234968838,-0.1292952979659624,1.331100563106702e-11,0.9226715897603628,1.0,-0.0421871154216066,152284.44,0.0,0.0,1.0,0.92375,1.0,1.0,0.4504588459002843,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_alternating_blue_red_correlated_3s_50uA,pattern_discrimination,2.0,alternating_blue_red,correlated,3.0,50.0,160,566.22,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.92375,0.96875,-0.045,0.045,0.35,0.36,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,32.71889234968838,0.0,32.71889234968838,-0.1292952979659624,1.331100563106702e-11,0.9226715897603628,1.0,-0.0421871154216066,152284.44,0.0,0.0,1.0,0.92375,1.0,1.0,0.4505982675201085,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_epoch_pause_correlated_3s_50uA,pattern_discrimination,0.0,epoch_pause,correlated,3.0,50.0,160,437.86,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.92625,0.96875,-0.0425,0.0425,0.35,0.54,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,26.120890309774246,0.0,26.120890309774246,-0.0868229581458203,1.331100563106702e-11,0.9474487557208652,1.0,-0.0298942354931434,108092.64,0.0,0.0,1.0,0.92625,1.0,1.0,0.4505265841993969,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_chirp_shared_3s_10uA,pattern_discrimination,0.0,chirp,shared,3.0,10.0,160,2596.9,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.92875,0.96875,-0.04,0.04,0.35,0.66,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,4.428614673855075,0.0,4.428614673855075,-0.0041318624278694,1.331100563106702e-11,0.9979605720661132,1.0,-0.002095590071769,7177.82,0.0,0.0,1.0,0.92875,1.0,1.0,0.4516170524802874,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_chirp_correlated_3s_10uA,pattern_discrimination,-2.0,chirp,correlated,3.0,10.0,160,2185.1,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.93375,0.96875,-0.035,0.035,0.35,0.58,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,3.030437187635497,0.0,3.030437187635497,-0.0022425478829278,1.331100563106702e-11,0.9991182644390316,1.0,-0.0013660144010077,3682.36,0.0,0.0,1.0,0.93375,1.0,1.0,0.4504693333803152,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_static_correlated_3s_50uA,pattern_discrimination,2.0,static,correlated,3.0,50.0,160,399.3,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.94125,0.96875,-0.0275,0.0275,0.35,0.38,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,24.198389403587893,0.0,24.198389403587893,-0.0809608633507307,1.331100563106702e-11,0.9545543161598348,1.0,-0.0320426863940789,100294.3,0.0,0.0,1.0,0.94125,1.0,1.0,0.4509929325000849,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_epoch_pause_correlated_3s_50uA,pattern_discrimination,2.0,epoch_pause,correlated,3.0,50.0,160,285.9,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.94375,0.96875,-0.025,0.025,0.35,0.26,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,18.56090448604605,0.0,18.56090448604605,-0.0514311075154952,1.331100563106702e-11,0.9717839997067528,1.0,-0.0218913922526652,68144.58,0.0,0.0,1.0,0.94375,1.0,1.0,0.4496778042403457,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_chirp_shared_3s_10uA,pattern_discrimination,2.0,chirp,shared,3.0,10.0,160,1744.34,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.945,0.96875,-0.02375,0.02375,0.35,0.38,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,6.799164258601642,0.0,6.799164258601642,-0.0078413604769446,1.331100563106702e-11,0.9953487107165482,1.0,-0.0031527918121885,13642.58,0.0,0.0,1.0,0.945,1.0,1.0,0.4493190083198715,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_chirp_correlated_3s_10uA,pattern_discrimination,0.0,chirp,correlated,3.0,10.0,160,1507.12,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.945,0.96875,-0.02375,0.02375,0.35,0.4,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,1.0837896263959486,0.0,1.0837896263959486,-0.0003868929263145,1.331100563106702e-11,0.999848397652792,1.0,-0.0002365066229301,702.84,0.0,0.0,1.0,0.945,1.0,1.0,0.4498298426203837,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_chirp_correlated_3s_10uA,pattern_discrimination,2.0,chirp,correlated,3.0,10.0,160,1015.54,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.9575,0.96875,-0.01125,0.01125,0.35,0.18,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,1.5092038282456277,0.0,1.5092038282456277,-0.0006955448550813,1.331100563106702e-11,0.9997191784868088,1.0,-0.000416837271977,1123.74,0.0,0.0,1.0,0.9575,1.0,1.0,0.4513087700199685,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_epoch_pause_shared_3s_10uA,pattern_discrimination,-2.0,epoch_pause,shared,3.0,10.0,160,1145.42,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.9575,0.96875,-0.01125,0.01125,0.35,0.22,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0763128512402359,0.0,0.0763128512402359,-1.4973372303872522e-06,1.331100563106702e-11,0.9999979904243144,1.0,4.946422560805151e-07,32.38,0.0,0.0,1.0,0.9575,1.0,1.0,0.4507286924394429,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_static_shared_3s_10uA,pattern_discrimination,-2.0,static,shared,3.0,10.0,160,1539.82,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.9625,0.96875,-0.00625,0.00625,0.35,0.12,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.1381800780807556,0.0,0.1381800780807556,-2.32516490238055e-05,1.331100563106702e-11,0.9999945651649964,1.0,-1.7862494576617788e-05,58.28,0.0,0.0,1.0,0.9625,1.0,1.0,0.4528064907602674,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_static_shared_3s_10uA,pattern_discrimination,0.0,static,shared,3.0,10.0,160,1053.58,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96375,0.96875,-0.005,0.005,0.35,0.1,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0294490119453759,0.0,0.0294490119453759,-4.702584476223848e-07,1.331100563106702e-11,0.9999995231731624,1.0,2.24191156125183e-09,9.38,0.0,0.0,1.0,0.96375,1.0,1.0,0.4493320483200659,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_static_shared_3s_10uA,pattern_discrimination,2.0,static,shared,3.0,10.0,160,690.74,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96625,0.96875,-0.0025,0.0025,0.35,0.06,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0625358820867573,0.0,0.0625358820867573,-5.715022860273144e-06,1.331100563106702e-11,0.9999973696195228,1.0,-3.108910346738055e-06,22.42,0.0,0.0,1.0,0.96625,1.0,1.0,0.4491378841396363,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_epoch_pause_correlated_3s_10uA,pattern_discrimination,-2.0,epoch_pause,correlated,3.0,10.0,160,640.44,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96625,0.96875,-0.0025,0.0025,0.35,0.06,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0234049691956081,0.0,0.0234049691956081,-3.2539510351692334e-06,1.331100563106702e-11,0.9999988004874626,1.0,-2.0645777857348204e-06,8.5,0.0,0.0,1.0,0.96625,1.0,1.0,0.4494416458810156,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_epoch_pause_shared_3s_10uA,pattern_discrimination,0.0,epoch_pause,shared,3.0,10.0,160,751.82,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96625,0.96875,-0.0025,0.0025,0.35,0.06,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0137933879513113,0.0,0.0137933879513113,-9.586711479747656e-07,1.331100563106702e-11,0.9999997266879492,1.0,-6.879121571625598e-07,4.64,0.0,0.0,1.0,0.96625,1.0,1.0,0.4511009467401891,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_static_correlated_3s_10uA,pattern_discrimination,-2.0,static,correlated,3.0,10.0,160,893.08,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.9675,0.96875,-0.00125,0.00125,0.35,0.06,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.033181149048046,0.0,0.033181149048046,-1.7862500216692111e-06,1.331100563106702e-11,0.9999981982670564,1.0,0.0,12.76,0.0,0.0,1.0,0.9675,1.0,1.0,0.4489360958398902,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_epoch_pause_correlated_3s_10uA,pattern_discrimination,2.0,epoch_pause,correlated,3.0,10.0,160,285.9,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.9675,0.96875,-0.00125,0.00125,0.35,0.02,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0020250861615302,0.0,0.0020250861615302,-1.8952983149578272e-08,1.331100563106702e-11,0.9999999808650216,1.0,0.0,0.48,0.0,0.0,1.0,0.9675,1.0,1.0,0.4487169357597304,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_gated_burst_shared_3s_10uA,pattern_discrimination,0.0,gated_burst,shared,3.0,10.0,160,1062.96,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96875,0.96875,0.0,0.0,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,4.5869931230419025,0.0,4.5869931230419025,-0.0042715381977233,1.331100563106702e-11,0.9978782943141709,1.0,-0.002154772532549,7168.58,0.0,0.0,1.0,0.96875,1.0,1.0,0.4488635057197825,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_gated_burst_shared_3s_10uA,pattern_discrimination,-2.0,gated_burst,shared,3.0,10.0,160,1061.26,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96875,0.96875,0.0,0.0,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,4.155533220054597,0.0,4.155533220054597,-0.0040355844209283,1.331100563106702e-11,0.9981559621388516,1.0,-0.0021937232977071,6523.88,0.0,0.0,1.0,0.96875,1.0,1.0,0.4488792058400577,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_gated_burst_correlated_3s_10uA,pattern_discrimination,2.0,gated_burst,correlated,3.0,10.0,160,628.22,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96875,0.96875,0.0,0.0,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,3.878976485247824,0.0,3.878976485247824,-0.0024336094608248,1.331100563106702e-11,0.9984700283675488,1.0,-0.0009096675414897,4796.24,0.0,0.0,1.0,0.96875,1.0,1.0,0.4486589066397573,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_gated_burst_correlated_3s_10uA,pattern_discrimination,0.0,gated_burst,correlated,3.0,10.0,160,612.88,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96875,0.96875,0.0,0.0,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.790935939231241,0.0,0.790935939231241,-0.0001525955621472,1.331100563106702e-11,0.9999174660000684,1.0,-7.077933862576039e-05,449.42,0.0,0.0,1.0,0.96875,1.0,1.0,0.4491084991597745,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_gated_burst_correlated_3s_10uA,pattern_discrimination,-2.0,gated_burst,correlated,3.0,10.0,160,617.44,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96875,0.96875,0.0,0.0,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.7395488689483272,0.0,0.7395488689483272,-0.0001246387306518,1.331100563106702e-11,0.999925260555674,1.0,-5.055176637546219e-05,418.52,0.0,0.0,1.0,0.96875,1.0,1.0,0.4495682723401114,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_epoch_pause_shared_3s_10uA,pattern_discrimination,2.0,epoch_pause,shared,3.0,10.0,160,498.12,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96875,0.96875,0.0,0.0,0.35,0.02,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0164108832722267,0.0,0.0164108832722267,-8.783101856835174e-07,1.331100563106702e-11,0.9999997361802228,1.0,-6.1680813201894e-07,5.96,0.0,0.0,1.0,0.96875,1.0,1.0,0.4485352650001005,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_static_correlated_3s_10uA,pattern_discrimination,0.0,static,correlated,3.0,10.0,160,610.64,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96875,0.96875,0.0,0.0,0.35,0.02,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0131118720035877,0.0,0.0131118720035877,-2.1002942483194786e-07,1.331100563106702e-11,0.9999997880240304,1.0,0.0,3.72,0.0,0.0,1.0,0.96875,1.0,1.0,0.4487371817001258,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_alternating_blue_red_correlated_3s_10uA,pattern_discrimination,-2.0,alternating_blue_red,correlated,3.0,10.0,160,566.22,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96875,0.96875,0.0,0.0,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0097867899581449,0.0,0.0097867899581449,-1.859556211170066e-07,1.331100563106702e-11,0.9999998124165308,1.0,0.0,2.84,0.0,0.0,1.0,0.96875,1.0,1.0,0.4501033282394928,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_alternating_blue_red_correlated_3s_10uA,pattern_discrimination,0.0,alternating_blue_red,correlated,3.0,10.0,160,566.22,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96875,0.96875,0.0,0.0,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0097867899581449,0.0,0.0097867899581449,-1.859556211170066e-07,1.331100563106702e-11,0.9999998124165308,1.0,0.0,2.84,0.0,0.0,1.0,0.96875,1.0,1.0,0.4485554000000411,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_alternating_blue_red_correlated_3s_10uA,pattern_discrimination,2.0,alternating_blue_red,correlated,3.0,10.0,160,566.22,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.96875,0.96875,0.0,0.0,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0097867899581449,0.0,0.0097867899581449,-1.859556211170066e-07,1.331100563106702e-11,0.9999998124165308,1.0,0.0,2.84,0.0,0.0,1.0,0.96875,1.0,1.0,0.4488315241599048,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_gated_burst_shared_3s_10uA,pattern_discrimination,2.0,gated_burst,shared,3.0,10.0,160,1088.92,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.97,0.96875,0.00125,-0.00125,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,13.423086173636452,0.0,13.423086173636452,-0.0255537161524153,1.331100563106702e-11,0.9845224136731126,1.0,-0.0095831922152286,41022.54,0.0,0.0,1.0,0.97,1.0,1.0,0.4483906158196623,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b-2_alternating_blue_red_shared_3s_10uA,pattern_discrimination,-2.0,alternating_blue_red,shared,3.0,10.0,160,971.36,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.97,0.96875,0.00125,-0.00125,0.35,0.02,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0785045577327541,0.0,0.0785045577327541,-7.0378346769794934e-06,1.331100563106702e-11,0.9999950378825088,1.0,-2.119058558924148e-06,30.64,0.0,0.0,1.0,0.97,1.0,1.0,0.4504903740998998,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_alternating_blue_red_shared_3s_10uA,pattern_discrimination,0.0,alternating_blue_red,shared,3.0,10.0,160,971.36,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.97,0.96875,0.00125,-0.00125,0.35,0.02,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0785045577327541,0.0,0.0785045577327541,-7.0378346769794934e-06,1.331100563106702e-11,0.9999950378825088,1.0,-2.119058558924148e-06,30.64,0.0,0.0,1.0,0.97,1.0,1.0,0.448838353340252,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_alternating_blue_red_shared_3s_10uA,pattern_discrimination,2.0,alternating_blue_red,shared,3.0,10.0,160,971.36,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.97,0.96875,0.00125,-0.00125,0.35,0.02,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0785045577327541,0.0,0.0785045577327541,-7.0378346769794934e-06,1.331100563106702e-11,0.9999950378825088,1.0,-2.119058558924148e-06,30.64,0.0,0.0,1.0,0.97,1.0,1.0,0.4481687116608372,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b2_static_correlated_3s_10uA,pattern_discrimination,2.0,static,correlated,3.0,10.0,160,399.3,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.97,0.96875,0.00125,-0.00125,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0119884065682779,0.0,0.0119884065682779,-3.249362398483058e-07,1.331100563106702e-11,0.9999997572973408,1.0,-8.423325700191849e-08,3.58,0.0,0.0,1.0,0.97,1.0,1.0,0.4481196666396863,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
b0_epoch_pause_correlated_3s_10uA,pattern_discrimination,0.0,epoch_pause,correlated,3.0,10.0,160,437.86,0.0,0.9675,0.9675,60.0,17.32,17.32,1.0,0.97,0.96875,0.00125,-0.00125,0.35,0.0,0.0,0.0,0.0,-0.9675,-0.96875,75.19305725974826,75.19305725974826,0.0042010086433983,0.0,0.0042010086433983,-7.126732796569614e-08,1.331100563106702e-11,0.9999999249475424,1.0,3.089740419878797e-09,1.32,0.0,0.0,1.0,0.97,1.0,1.0,0.4493900851004582,50,experiments/snn_reset/results/snn_reset_relearning_n50_20260618T233516Z/pattern_discrimination
