protocol_id,task_name,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,baseline_score,trained_score,training_score_delta,training_repetitions,training_reached_criterion,reset_score,no_reset_score,reset_minus_no_reset_score,naive_weight_control_score,naive_weight_control_minus_trained_score,naive_weight_control_minus_no_reset_score,naive_weight_control_displacement_norm,trained_delta_norm,reset_post_minus_trained_norm,no_reset_post_minus_trained_norm,reset_minus_no_reset_weight_norm,weight_erasure_reset,weight_erasure_no_reset,residual_trace_correlation_reset,residual_trace_correlation_no_reset,erasure_projection_reset_vs_no_reset,reset_window_neuron_spikes_delta,consolidation_neuron_spikes,replicates,task_output_dir
b0_chirp_correlated_3s_10uA,conditioned_electrode_association,0.0,chirp,correlated,3.0,10.0,160,1495.3333333333333,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,1.3269355026590943,0.0,1.3269355026590943,-0.0009176475448292,1.8857508147599827e-11,0.9996597134228492,1.0,-0.0005785374008988,791.3333333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b2_chirp_correlated_3s_10uA,conditioned_electrode_association,2.0,chirp,correlated,3.0,10.0,160,986.3333333333334,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,1.2391662507029728,0.0,1.2391662507029728,-0.0005983356864361,1.8857508147599827e-11,0.99961094599437,1.0,-0.0002105363232204,978.3333333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b-2_gated_burst_correlated_3s_10uA,conditioned_electrode_association,-2.0,gated_burst,correlated,3.0,10.0,160,610.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,1.1949484981239538,0.0,1.1949484981239538,-0.000346056836057,1.8857508147599827e-11,0.9996703817497706,1.0,-1.769254094182583e-05,648.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b0_gated_burst_correlated_3s_10uA,conditioned_electrode_association,0.0,gated_burst,correlated,3.0,10.0,160,569.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,1.0414109912954963,0.0,1.0414109912954963,-0.000331829303901,1.8857508147599827e-11,0.99966698193293,1.0,0.0,607.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b-2_static_shared_3s_10uA,conditioned_electrode_association,-2.0,static,shared,3.0,10.0,160,1513.6666666666667,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0700858547183824,0.0,0.0700858547183824,-2.503955104889618e-06,1.8857508147599827e-11,0.9999974844978708,1.0,0.0,22.333333333333332,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b-2_alternating_blue_red_shared_3s_10uA,conditioned_electrode_association,-2.0,alternating_blue_red,shared,3.0,10.0,160,918.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0443082003041972,0.0,0.0443082003041972,-1.0007603192067431e-06,1.8857508147599827e-11,0.9999989946085088,1.0,0.0,17.333333333333332,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b0_alternating_blue_red_shared_3s_10uA,conditioned_electrode_association,0.0,alternating_blue_red,shared,3.0,10.0,160,918.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0443082003041972,0.0,0.0443082003041972,-1.0007603192067431e-06,1.8857508147599827e-11,0.9999989946085088,1.0,0.0,17.333333333333332,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b2_alternating_blue_red_shared_3s_10uA,conditioned_electrode_association,2.0,alternating_blue_red,shared,3.0,10.0,160,918.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0443082003041972,0.0,0.0443082003041972,-1.0007603192067431e-06,1.8857508147599827e-11,0.9999989946085088,1.0,0.0,17.333333333333332,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b0_static_shared_3s_10uA,conditioned_electrode_association,0.0,static,shared,3.0,10.0,160,1002.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0380023115017381,0.0,0.0380023115017381,-7.361716936049589e-07,1.8857508147599827e-11,0.9999992604158816,1.0,0.0,9.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b-2_epoch_pause_shared_3s_10uA,conditioned_electrode_association,-2.0,epoch_pause,shared,3.0,10.0,160,1142.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0361168664558963,0.0,0.0361168664558963,-6.783971232178961e-07,1.8857508147599827e-11,0.999999318453372,1.0,0.0,11.333333333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b2_static_shared_3s_10uA,conditioned_electrode_association,2.0,static,shared,3.0,10.0,160,689.3333333333334,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0357677410812313,0.0,0.0357677410812313,-6.521398433860052e-07,1.8857508147599827e-11,0.99999934483575,1.0,0.0,8.666666666666666,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b-2_alternating_blue_red_correlated_3s_10uA,conditioned_electrode_association,-2.0,alternating_blue_red,correlated,3.0,10.0,160,553.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b-2_epoch_pause_correlated_3s_10uA,conditioned_electrode_association,-2.0,epoch_pause,correlated,3.0,10.0,160,614.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b-2_static_correlated_3s_10uA,conditioned_electrode_association,-2.0,static,correlated,3.0,10.0,160,894.3333333333334,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b0_alternating_blue_red_correlated_3s_10uA,conditioned_electrode_association,0.0,alternating_blue_red,correlated,3.0,10.0,160,553.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b0_epoch_pause_correlated_3s_10uA,conditioned_electrode_association,0.0,epoch_pause,correlated,3.0,10.0,160,403.6666666666667,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b0_epoch_pause_shared_3s_10uA,conditioned_electrode_association,0.0,epoch_pause,shared,3.0,10.0,160,713.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b0_static_correlated_3s_10uA,conditioned_electrode_association,0.0,static,correlated,3.0,10.0,160,596.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b2_alternating_blue_red_correlated_3s_10uA,conditioned_electrode_association,2.0,alternating_blue_red,correlated,3.0,10.0,160,553.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b2_epoch_pause_correlated_3s_10uA,conditioned_electrode_association,2.0,epoch_pause,correlated,3.0,10.0,160,276.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b2_epoch_pause_shared_3s_10uA,conditioned_electrode_association,2.0,epoch_pause,shared,3.0,10.0,160,452.3333333333333,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b2_static_correlated_3s_10uA,conditioned_electrode_association,2.0,static,correlated,3.0,10.0,160,406.6666666666667,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,53.061915580420816,53.061915580420816,0.0,0.0,0.0,1.8857508147599827e-11,1.8857508147599827e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/conditioned_electrode_association
b-2_chirp_shared_3s_50uA,evoked_channel_response,-2.0,chirp,shared,3.0,50.0,160,3716.3333333333335,1.0,1.0,0.0,0.0,1.0,0.875,1.0,-0.125,1.0,0.0,0.0,0.0,0.0,317.2458438710585,0.0,317.2458438710585,-317245843870.05853,1.0,0.0,0.0,0.0,2162160.3333333335,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b0_chirp_shared_3s_50uA,evoked_channel_response,0.0,chirp,shared,3.0,50.0,160,2567.3333333333335,1.0,1.0,0.0,0.0,1.0,0.9166666666666666,1.0,-0.0833333333333333,1.0,0.0,0.0,0.0,0.0,251.2056621639451,0.0,251.2056621639451,-251205662162.94507,1.0,0.0,0.0,0.0,1393704.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b-2_chirp_correlated_3s_50uA,evoked_channel_response,-2.0,chirp,correlated,3.0,50.0,160,2179.3333333333335,1.0,1.0,0.0,0.0,1.0,0.9166666666666666,1.0,-0.0833333333333333,1.0,0.0,0.0,0.0,0.0,215.6029082800388,0.0,215.6029082800388,-215602908279.0388,1.0,0.0,0.0,0.0,1118843.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b2_chirp_shared_3s_50uA,evoked_channel_response,2.0,chirp,shared,3.0,50.0,160,1738.0,1.0,1.0,0.0,0.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,1.0,0.0,0.0,0.0,0.0,152.78833342160007,0.0,152.78833342160007,-152788333420.60007,1.0,0.0,0.0,0.0,857323.3333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b0_chirp_correlated_3s_50uA,evoked_channel_response,0.0,chirp,correlated,3.0,50.0,160,1495.3333333333333,1.0,1.0,0.0,0.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,1.0,0.0,0.0,0.0,0.0,100.62247120329182,0.0,100.62247120329182,-100622471202.29182,1.0,0.0,0.0,0.0,640634.6666666666,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b-2_epoch_pause_shared_3s_50uA,evoked_channel_response,-2.0,epoch_pause,shared,3.0,50.0,160,1142.0,1.0,1.0,0.0,0.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,1.0,0.0,0.0,0.0,0.0,67.08351579336828,0.0,67.08351579336828,-67083515792.368286,1.0,0.0,0.0,0.0,499462.6666666667,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b2_chirp_correlated_3s_50uA,evoked_channel_response,2.0,chirp,correlated,3.0,50.0,160,986.3333333333334,1.0,1.0,0.0,0.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,1.0,0.0,0.0,0.0,0.0,57.55240409750047,0.0,57.55240409750047,-57552404096.500465,1.0,0.0,0.0,0.0,376959.3333333333,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b0_static_shared_3s_50uA,evoked_channel_response,0.0,static,shared,3.0,50.0,160,1002.6666666666666,1.0,1.0,0.0,0.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,1.0,0.0,0.0,0.0,0.0,47.72862051460163,0.0,47.72862051460163,-47728620513.60162,1.0,0.0,0.0,0.0,332511.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b-2_alternating_blue_red_shared_3s_50uA,evoked_channel_response,-2.0,alternating_blue_red,shared,3.0,50.0,160,918.6666666666666,1.0,1.0,0.0,0.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,1.0,0.0,0.0,0.0,0.0,45.04218808547416,0.0,45.04218808547416,-45042188084.47416,1.0,0.0,0.0,0.0,324352.6666666667,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b0_alternating_blue_red_shared_3s_50uA,evoked_channel_response,0.0,alternating_blue_red,shared,3.0,50.0,160,918.6666666666666,1.0,1.0,0.0,0.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,1.0,0.0,0.0,0.0,0.0,45.04218808547416,0.0,45.04218808547416,-45042188084.47416,1.0,0.0,0.0,0.0,324352.6666666667,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b2_alternating_blue_red_shared_3s_50uA,evoked_channel_response,2.0,alternating_blue_red,shared,3.0,50.0,160,918.6666666666666,1.0,1.0,0.0,0.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,1.0,0.0,0.0,0.0,0.0,45.04218808547416,0.0,45.04218808547416,-45042188084.47416,1.0,0.0,0.0,0.0,324352.6666666667,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b2_static_shared_3s_50uA,evoked_channel_response,2.0,static,shared,3.0,50.0,160,689.3333333333334,1.0,1.0,0.0,0.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,1.0,0.0,0.0,0.0,0.0,36.0058182198219,0.0,36.0058182198219,-36005818218.8219,1.0,0.0,0.0,0.0,242591.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b0_epoch_pause_shared_3s_50uA,evoked_channel_response,0.0,epoch_pause,shared,3.0,50.0,160,713.0,1.0,1.0,0.0,0.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,1.0,0.0,0.0,0.0,0.0,35.62634747202736,0.0,35.62634747202736,-35626347471.02736,1.0,0.0,0.0,0.0,233768.33333333337,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b0_gated_burst_shared_3s_50uA,evoked_channel_response,0.0,gated_burst,shared,3.0,50.0,160,1018.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,130.8365673541553,0.0,130.8365673541553,-130836567353.15532,1.0,0.0,0.0,0.0,608789.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b-2_gated_burst_shared_3s_50uA,evoked_channel_response,-2.0,gated_burst,shared,3.0,50.0,160,1011.3333333333334,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,128.7752028392374,0.0,128.7752028392374,-128775202838.23744,1.0,0.0,0.0,0.0,613669.6666666666,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b2_gated_burst_shared_3s_50uA,evoked_channel_response,2.0,gated_burst,shared,3.0,50.0,160,1073.6666666666667,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,116.04748116221651,0.0,116.04748116221651,-116047481161.21648,1.0,0.0,0.0,0.0,602604.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b-2_static_shared_3s_50uA,evoked_channel_response,-2.0,static,shared,3.0,50.0,160,1513.6666666666667,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,86.79342532471969,0.0,86.79342532471969,-86793425323.71971,1.0,0.0,0.0,0.0,657261.3333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b2_gated_burst_correlated_3s_50uA,evoked_channel_response,2.0,gated_burst,correlated,3.0,50.0,160,637.3333333333334,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,59.6220317240875,0.0,59.6220317240875,-59622031723.087494,1.0,0.0,0.0,0.0,342995.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b-2_gated_burst_correlated_3s_50uA,evoked_channel_response,-2.0,gated_burst,correlated,3.0,50.0,160,610.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,58.00293311300367,0.0,58.00293311300367,-58002933112.00366,1.0,0.0,0.0,0.0,327815.3333333333,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b0_gated_burst_correlated_3s_50uA,evoked_channel_response,0.0,gated_burst,correlated,3.0,50.0,160,569.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,49.19638171343177,0.0,49.19638171343177,-49196381712.43176,1.0,0.0,0.0,0.0,295355.6666666667,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b-2_static_correlated_3s_50uA,evoked_channel_response,-2.0,static,correlated,3.0,50.0,160,894.3333333333334,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,46.737242207719184,0.0,46.737242207719184,-46737242206.71918,1.0,0.0,0.0,0.0,263774.6666666667,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b-2_epoch_pause_correlated_3s_50uA,evoked_channel_response,-2.0,epoch_pause,correlated,3.0,50.0,160,614.6666666666666,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33.16867581363796,0.0,33.16867581363796,-33168675812.63796,1.0,0.0,0.0,0.0,167854.33333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b0_static_correlated_3s_50uA,evoked_channel_response,0.0,static,correlated,3.0,50.0,160,596.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.337072396511026,0.0,32.337072396511026,-32337072395.51102,1.0,0.0,0.0,0.0,141096.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b-2_alternating_blue_red_correlated_3s_50uA,evoked_channel_response,-2.0,alternating_blue_red,correlated,3.0,50.0,160,553.6666666666666,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,31.257705018491567,0.0,31.257705018491567,-31257705017.49157,1.0,0.0,0.0,0.0,143920.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
b0_alternating_blue_red_correlated_3s_50uA,evoked_channel_response,0.0,alternating_blue_red,correlated,3.0,50.0,160,553.6666666666666,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,31.257705018491567,0.0,31.257705018491567,-31257705017.49157,1.0,0.0,0.0,0.0,143920.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/evoked_channel_response
