protocol_id,task_name,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,baseline_score,trained_score,training_score_delta,training_repetitions,training_reached_criterion,reset_score,no_reset_score,reset_minus_no_reset_score,naive_weight_control_score,naive_weight_control_minus_trained_score,naive_weight_control_minus_no_reset_score,naive_weight_control_displacement_norm,trained_delta_norm,reset_post_minus_trained_norm,no_reset_post_minus_trained_norm,reset_minus_no_reset_weight_norm,weight_erasure_reset,weight_erasure_no_reset,residual_trace_correlation_reset,residual_trace_correlation_no_reset,erasure_projection_reset_vs_no_reset,reset_window_neuron_spikes_delta,consolidation_neuron_spikes,replicates,task_output_dir
b-2_static_correlated_3s_50uA,pattern_discrimination,-2.0,static,correlated,3.0,50.0,160,894.3333333333334,0.0,1.0,1.0,60.0,1.0,0.9375,1.0,-0.0625,0.0,-1.0,-1.0,75.742617997426,75.742617997426,51.12481694348446,0.0,51.12481694348446,-0.2581059230086868,1.3213097282971376e-11,0.8441817173317118,1.0,-0.0627725933202494,273528.3333333333,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_epoch_pause_shared_3s_50uA,pattern_discrimination,2.0,epoch_pause,shared,3.0,50.0,160,452.3333333333333,0.0,1.0,1.0,60.0,1.0,0.9375,1.0,-0.0625,0.0,-1.0,-1.0,75.742617997426,75.742617997426,27.00898519082466,0.0,27.00898519082466,-0.1008592369314743,1.3213097282971376e-11,0.9452983181492294,1.0,-0.0404884106204328,138416.33333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_chirp_shared_3s_10uA,pattern_discrimination,-2.0,chirp,shared,3.0,10.0,160,3716.3333333333335,0.0,1.0,1.0,60.0,1.0,0.9375,1.0,-0.0625,0.0,-1.0,-1.0,75.742617997426,75.742617997426,15.27330397124518,0.0,15.27330397124518,-0.026981850498178,1.3213097282971376e-11,0.9798499990393904,1.0,-0.0062777661368363,43528.333333333336,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_alternating_blue_red_shared_3s_50uA,pattern_discrimination,-2.0,alternating_blue_red,shared,3.0,50.0,160,918.6666666666666,0.0,1.0,1.0,60.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,0.0,-1.0,-1.0,75.742617997426,75.742617997426,51.53287468046568,0.0,51.53287468046568,-0.2658616001114549,1.3213097282971376e-11,0.843781674674982,1.0,-0.0688910895094606,336391.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_alternating_blue_red_shared_3s_50uA,pattern_discrimination,0.0,alternating_blue_red,shared,3.0,50.0,160,918.6666666666666,0.0,1.0,1.0,60.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,0.0,-1.0,-1.0,75.742617997426,75.742617997426,51.53287468046568,0.0,51.53287468046568,-0.2658616001114549,1.3213097282971376e-11,0.843781674674982,1.0,-0.0688910895094606,336391.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_alternating_blue_red_shared_3s_50uA,pattern_discrimination,2.0,alternating_blue_red,shared,3.0,50.0,160,918.6666666666666,0.0,1.0,1.0,60.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,0.0,-1.0,-1.0,75.742617997426,75.742617997426,51.53287468046568,0.0,51.53287468046568,-0.2658616001114549,1.3213097282971376e-11,0.843781674674982,1.0,-0.0688910895094606,336391.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_epoch_pause_correlated_3s_50uA,pattern_discrimination,-2.0,epoch_pause,correlated,3.0,50.0,160,614.6666666666666,0.0,1.0,1.0,60.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,0.0,-1.0,-1.0,75.742617997426,75.742617997426,35.9439325913594,0.0,35.9439325913594,-0.1505806930245271,1.3213097282971376e-11,0.9115652340734076,1.0,-0.0491432882001779,175668.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_chirp_shared_3s_10uA,pattern_discrimination,2.0,chirp,shared,3.0,10.0,160,1738.0,0.0,1.0,1.0,60.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,0.0,-1.0,-1.0,75.742617997426,75.742617997426,7.768190281860857,0.0,7.768190281860857,-0.008872012440984,1.3213097282971376e-11,0.9940556434343506,1.0,-0.0028636936180617,14710.333333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_chirp_correlated_3s_10uA,pattern_discrimination,-2.0,chirp,correlated,3.0,10.0,160,2179.3333333333335,0.0,1.0,1.0,60.0,1.0,0.9583333333333334,1.0,-0.0416666666666666,0.0,-1.0,-1.0,75.742617997426,75.742617997426,3.753094857234768,0.0,3.753094857234768,-0.0029802399809965,1.3213097282971376e-11,0.998702860351464,1.0,-0.001689854022559,5171.666666666667,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_static_shared_3s_50uA,pattern_discrimination,0.0,static,shared,3.0,50.0,160,1002.6666666666666,0.0,1.0,1.0,60.0,1.0,0.9791666666666666,1.0,-0.0208333333333333,0.0,-1.0,-1.0,75.742617997426,75.742617997426,54.223213299203486,0.0,54.223213299203486,-0.288859534135704,1.3213097282971376e-11,0.8310611857767922,1.0,-0.0698686450839467,345928.6666666667,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_static_correlated_3s_50uA,pattern_discrimination,0.0,static,correlated,3.0,50.0,160,596.0,0.0,1.0,1.0,60.0,1.0,0.9791666666666666,1.0,-0.0208333333333333,0.0,-1.0,-1.0,75.742617997426,75.742617997426,33.68777868245956,0.0,33.68777868245956,-0.1294351154224386,1.3213097282971376e-11,0.919333753145764,1.0,-0.038484990476479,146824.66666666666,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_epoch_pause_correlated_3s_50uA,pattern_discrimination,0.0,epoch_pause,correlated,3.0,50.0,160,403.6666666666667,0.0,1.0,1.0,60.0,1.0,0.9791666666666666,1.0,-0.0208333333333333,0.0,-1.0,-1.0,75.742617997426,75.742617997426,24.671547038366892,0.0,24.671547038366892,-0.0743040790426564,1.3213097282971376e-11,0.9529882921602076,1.0,-0.0240359231795368,96088.33333333331,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_static_correlated_3s_50uA,pattern_discrimination,2.0,static,correlated,3.0,50.0,160,406.6666666666667,0.0,1.0,1.0,60.0,1.0,0.9791666666666666,1.0,-0.0208333333333333,0.0,-1.0,-1.0,75.742617997426,75.742617997426,24.31588684338999,0.0,24.31588684338999,-0.0772545540586413,1.3213097282971376e-11,0.9545915900034192,1.0,-0.0284655684332472,100752.66666666669,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_epoch_pause_correlated_3s_50uA,pattern_discrimination,2.0,epoch_pause,correlated,3.0,50.0,160,276.0,0.0,1.0,1.0,60.0,1.0,0.9791666666666666,1.0,-0.0208333333333333,0.0,-1.0,-1.0,75.742617997426,75.742617997426,17.93614818858158,0.0,17.93614818858158,-0.0451690491804347,1.3213097282971376e-11,0.9736861515226432,1.0,-0.0178269852031776,62758.333333333336,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_chirp_shared_3s_10uA,pattern_discrimination,0.0,chirp,shared,3.0,10.0,160,2567.3333333333335,0.0,1.0,1.0,60.0,1.0,0.9791666666666666,1.0,-0.0208333333333333,0.0,-1.0,-1.0,75.742617997426,75.742617997426,4.262752938357946,0.0,4.262752938357946,-0.0034813730602486,1.3213097282971376e-11,0.9983363080005724,1.0,-0.0018254802785149,6301.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_chirp_correlated_3s_10uA,pattern_discrimination,0.0,chirp,correlated,3.0,10.0,160,1495.3333333333333,0.0,1.0,1.0,60.0,1.0,0.9791666666666666,1.0,-0.0208333333333333,0.0,-1.0,-1.0,75.742617997426,75.742617997426,1.322255392952593,0.0,1.322255392952593,-0.0003863004228067,1.3213097282971376e-11,0.9998317473807626,1.0,-0.0002194771986943,782.3333333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_epoch_pause_shared_3s_10uA,pattern_discrimination,-2.0,epoch_pause,shared,3.0,10.0,160,1142.0,0.0,1.0,1.0,60.0,1.0,0.9791666666666666,1.0,-0.0208333333333333,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0398754266322898,0.0,0.0398754266322898,-4.1133580016191235e-07,1.3213097282971376e-11,0.9999995848264686,1.0,0.0,10.666666666666666,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_gated_burst_correlated_3s_50uA,pattern_discrimination,-2.0,gated_burst,correlated,3.0,50.0,160,610.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,63.78532975670128,0.0,63.78532975670128,-0.3582791925051496,1.3213097282971376e-11,0.7850833157966385,1.0,-0.0667713866265386,332397.3333333333,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_alternating_blue_red_correlated_3s_50uA,pattern_discrimination,-2.0,alternating_blue_red,correlated,3.0,50.0,160,553.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,33.127429727494224,0.0,33.127429727494224,-0.129709500922531,1.3213097282971376e-11,0.9220538065686256,1.0,-0.041986429214898,150300.66666666666,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_alternating_blue_red_correlated_3s_50uA,pattern_discrimination,0.0,alternating_blue_red,correlated,3.0,50.0,160,553.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,33.127429727494224,0.0,33.127429727494224,-0.129709500922531,1.3213097282971376e-11,0.9220538065686256,1.0,-0.041986429214898,150300.66666666666,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_alternating_blue_red_correlated_3s_50uA,pattern_discrimination,2.0,alternating_blue_red,correlated,3.0,50.0,160,553.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,33.127429727494224,0.0,33.127429727494224,-0.129709500922531,1.3213097282971376e-11,0.9220538065686256,1.0,-0.041986429214898,150300.66666666666,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_gated_burst_shared_3s_10uA,pattern_discrimination,2.0,gated_burst,shared,3.0,10.0,160,1073.6666666666667,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,13.351508195641337,0.0,13.351508195641337,-0.0245013321174816,1.3213097282971376e-11,0.985092524708304,1.0,-0.0091354891487246,44535.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_gated_burst_shared_3s_10uA,pattern_discrimination,0.0,gated_burst,shared,3.0,10.0,160,1018.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,3.915482970660907,0.0,3.915482970660907,-0.0021718738352422,1.3213097282971376e-11,0.9986551905282404,1.0,-0.0008354892439238,5087.666666666667,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_gated_burst_correlated_3s_10uA,pattern_discrimination,2.0,gated_burst,correlated,3.0,10.0,160,637.3333333333334,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,3.7278460911999214,0.0,3.7278460911999214,-0.0017143692223532,1.3213097282971376e-11,0.998645243187692,1.0,-0.0003672106646685,4145.666666666667,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_gated_burst_shared_3s_10uA,pattern_discrimination,-2.0,gated_burst,shared,3.0,10.0,160,1011.3333333333334,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,3.094877053563202,0.0,3.094877053563202,-0.0011808699395145,1.3213097282971376e-11,0.9991564432544046,1.0,-0.0003435998177129,3717.3333333333335,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_chirp_correlated_3s_10uA,pattern_discrimination,2.0,chirp,correlated,3.0,10.0,160,986.3333333333334,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,1.258870156956385,0.0,1.258870156956385,-0.0005120359409098,1.3213097282971376e-11,0.9998041509187716,1.0,-0.0003177443469801,1007.3333333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_gated_burst_correlated_3s_10uA,pattern_discrimination,-2.0,gated_burst,correlated,3.0,10.0,160,610.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,1.178459314096676,0.0,1.178459314096676,-0.0001670440214019,1.3213097282971376e-11,0.9998411730720062,1.0,-9.608778203544906e-06,636.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_gated_burst_correlated_3s_10uA,pattern_discrimination,0.0,gated_burst,correlated,3.0,10.0,160,569.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,1.0403579878288811,0.0,1.0403579878288811,-0.0001634779214676,1.3213097282971376e-11,0.9998350989762508,1.0,0.0,610.3333333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_static_shared_3s_10uA,pattern_discrimination,-2.0,static,shared,3.0,10.0,160,1513.6666666666667,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0772819950491674,0.0,0.0772819950491674,-1.4680528248600666e-06,1.3213097282971376e-11,0.9999985181551084,1.0,0.0,22.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_static_shared_3s_10uA,pattern_discrimination,2.0,static,shared,3.0,10.0,160,689.3333333333334,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0541052580008962,0.0,0.0541052580008962,-7.195490420534393e-07,1.3213097282971376e-11,0.9999992736775464,1.0,0.0,12.666666666666666,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_static_shared_3s_10uA,pattern_discrimination,0.0,static,shared,3.0,10.0,160,1002.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0377191151160917,0.0,0.0377191151160917,-1.0534186389854483e-06,1.3213097282971376e-11,0.9999996470024186,1.0,-7.037196204161126e-07,9.333333333333334,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_alternating_blue_red_shared_3s_10uA,pattern_discrimination,-2.0,alternating_blue_red,shared,3.0,10.0,160,918.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0291765973734087,0.0,0.0291765973734087,-2.092336936302767e-07,1.3213097282971376e-11,0.9999997887866972,1.0,0.0,16.666666666666668,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_alternating_blue_red_shared_3s_10uA,pattern_discrimination,0.0,alternating_blue_red,shared,3.0,10.0,160,918.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0291765973734087,0.0,0.0291765973734087,-2.092336936302767e-07,1.3213097282971376e-11,0.9999997887866972,1.0,0.0,16.666666666666668,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_alternating_blue_red_shared_3s_10uA,pattern_discrimination,2.0,alternating_blue_red,shared,3.0,10.0,160,918.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0291765973734087,0.0,0.0291765973734087,-2.092336936302767e-07,1.3213097282971376e-11,0.9999997887866972,1.0,0.0,16.666666666666668,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_alternating_blue_red_correlated_3s_10uA,pattern_discrimination,-2.0,alternating_blue_red,correlated,3.0,10.0,160,553.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_epoch_pause_correlated_3s_10uA,pattern_discrimination,-2.0,epoch_pause,correlated,3.0,10.0,160,614.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b-2_static_correlated_3s_10uA,pattern_discrimination,-2.0,static,correlated,3.0,10.0,160,894.3333333333334,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_alternating_blue_red_correlated_3s_10uA,pattern_discrimination,0.0,alternating_blue_red,correlated,3.0,10.0,160,553.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_epoch_pause_correlated_3s_10uA,pattern_discrimination,0.0,epoch_pause,correlated,3.0,10.0,160,403.6666666666667,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_epoch_pause_shared_3s_10uA,pattern_discrimination,0.0,epoch_pause,shared,3.0,10.0,160,713.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b0_static_correlated_3s_10uA,pattern_discrimination,0.0,static,correlated,3.0,10.0,160,596.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_alternating_blue_red_correlated_3s_10uA,pattern_discrimination,2.0,alternating_blue_red,correlated,3.0,10.0,160,553.6666666666666,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_epoch_pause_correlated_3s_10uA,pattern_discrimination,2.0,epoch_pause,correlated,3.0,10.0,160,276.0,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_epoch_pause_shared_3s_10uA,pattern_discrimination,2.0,epoch_pause,shared,3.0,10.0,160,452.3333333333333,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
b2_static_correlated_3s_10uA,pattern_discrimination,2.0,static,correlated,3.0,10.0,160,406.6666666666667,0.0,1.0,1.0,60.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,75.742617997426,75.742617997426,0.0,0.0,0.0,1.3213097282971376e-11,1.3213097282971376e-11,1.0,1.0,0.0,0.0,0.0,3,experiments/snn_reset/results/snn_reset_validated_grid_20260606T043336Z/pattern_discrimination
